Worker_name,Assignment,Unit,Role,Message,Message Number
J8LYV0HJRTXHMI1,409,818,Domain Expert,"The model is trained for part-of-speech tagging and syntactic dependency parsing.
 Facts: 
1. The SIWR model jointly predicts part-of-speech (POS) tags and syntactic dependencies.
",7
J8LYV0HJRTXHMI1,409,818,Domain Expert,"Our model can take both static and contextualized word representations including GloVe, ELMo and BERT.
 Facts: 
1. a graph-based neural model is built on top of either static or contextualised word representations such as GloVe, ELMo and BERT.
2. We first prepare pre-trained static and contextual word representations, e.g., GloVe, ELMo, and contextual BERT, as the base representations.
",9
J8LYV0HJRTXHMI1,409,818,Domain Expert,"We compare performance of using the word representations in the downstream tasks compared to using the base representations. The downstream tasks include a nested named entity recognition and two relation extraction tasks.
 Facts: 
1. We compare the enriched SIWRs with their base representations ELMo [5] and biomedical word embeddings (PubMed) [21] on the existing models in three downstream NLP tasks: (a) nested named entity recognition (nested NER), (b) relation extraction (RE) and (c) n-ary relation extraction (n-ary RE).
2. In addition, we implement BERT [19] in both contextual and fine-tuning methods on nested NER and binary RE.
",11
A15W4SQ7B5RKJ8X,410,819,Proponent,Hi! Thanks for joining. Can you explain what is the main idea of the paper?,0
A15W4SQ7B5RKJ8X,410,819,Proponent,What type of syntactic information do you use? Is it based on dependency or constituency? ,2
A15W4SQ7B5RKJ8X,410,819,Proponent,Sounds great! What tasks do you test?,4
A15W4SQ7B5RKJ8X,410,819,Proponent,Can you tell me why you only select part-of-speech and dependency as the syntactic information you want to use to help pretraining?,6
A15W4SQ7B5RKJ8X,410,819,Proponent,Thanks for explaining. I love to see the results of injecting other types of information. Do you think if it would be a good idea if you try to inject syntactic information beginning from pretraining from scratch?,8
J8LYV0HJRTXHMI1,410,820,Domain Expert,"This paper proposes a method to incorporate syntactic information into pre-trained word representations using a graph neural network.
 Facts: 
1. we propose new syntactically-informed word representations (SIWRs), which allow us to enrich the pre-trained word representations with syntactic information without training language models from scratch.
2. To obtain SIWRs, a graph-based neural model is built on top of either static or contextualised word representations such as GloVe, ELMo and BERT.
",1
J8LYV0HJRTXHMI1,410,820,Domain Expert,"We use part-of-speech and syntactic dependency. 
 Facts: 
1. The syntactic information, i.e., part-of-speech (POS) tags and dependencies (see example in Fig. 1 ; in this paper, we use the term ''syntactic information"" interchangeably with ''POS tags"" and ''dependencies""), has been well studied and can be obtained efficiently with high accuracy using existing 
",3
J8LYV0HJRTXHMI1,410,820,Domain Expert,"We evaluate the extracted word representations on a nested named entity recognition task and two relation extraction tasks.
 Facts: 
1. We compare the enriched SIWRs with their base representations ELMo [5] and biomedical word embeddings (PubMed) [21] on the existing models in three downstream NLP tasks: (a) nested named entity recognition (nested NER), (b) relation extraction (RE) and (c) n-ary relation extraction (n-ary RE).
2. In addition, we implement BERT [19] in both contextual and fine-tuning methods on nested NER and binary RE.
",5
J8LYV0HJRTXHMI1,410,820,Domain Expert,"Previous work shows that part-of-speech and dependency are useful for downstream tasks. However, this doesn't limit the use of other information such as coreference in our model.
 Facts: 
1. Recent studies have shown that downstream task performance may benefit from linguistic structures such as syntactic information [11, 12] , even when contextual word representations and pre-trained models are also used [13] [14] [15] .
",7
J8LYV0HJRTXHMI1,410,820,Domain Expert,"We cannot answer given the current content. We can inject syntactic information during pre-training from scratch, however, this will cost more time and computational resources. Intermediate pretraining allows us to directly incorporate additional information into pre-trained models.
 Facts:
1. We propose new syntactically-informed word representations (SIWRs), which allow us to enrich the pre-trained word representations with syntactic information without training language models from scratch.",9
J8LYV0HJRTXHMI1,412,823,Proponent,Hello! Interesting question as the title. Do you have any conclusion in this paper?,0
J8LYV0HJRTXHMI1,412,823,Proponent,10 to 100 million is a rather large range of data. What is the difference between learning from 10 or 100 million words?,2
J8LYV0HJRTXHMI1,412,823,Proponent,Can you tell me more about the information-theoretic probing?,4
J8LYV0HJRTXHMI1,412,823,Proponent,Which model did you use in your experiments?,6
J8LYV0HJRTXHMI1,412,823,Proponent,"Besides the finding regarding number of training data, do you also have other findings?",8
J8LYV0HJRTXHMI1,412,823,Proponent,"To integrate other forms of knowledge in a less data scenario, does the model require labeled data? Can we include such knowledge by defining knowledge-specific objectives and learning on the unlabeled data?",10
A15W4SQ7B5RKJ8X,412,824,Domain Expert,"Yes! We show that most linguistic features can be learned with training data between 10 million and 100 million, while the rest requires more.
 Facts: 
1. We find that LMs require only about 10M or 100M words to learn representations that reliably encode most syntactic and semantic features we test.
2. A much larger quantity of data is needed in order to acquire enough commonsense knowledge and other skills required to master typical downstream NLU tasks.
",1
A15W4SQ7B5RKJ8X,412,824,Domain Expert,"The performances of our four testing cases related to syntactic information leverage the most compared to other scales.
 Facts: 
1. We adopt four probing methods classifier probing, information-theoretic probing, unsupervised relative acceptability judgment, and fine-tuning on NLU tasks-and draw learning curves that track the growth of these different measures of linguistic ability with respect to pretraining data volume
",3
A15W4SQ7B5RKJ8X,412,824,Domain Expert,Sorry but I can only answer the questions where I can find in the abstract or introduction.,5
A15W4SQ7B5RKJ8X,412,824,Domain Expert,"We use RoBERTa-base and MiniBERTas which are RoBERTa models pretrained on scaled down data.
 Facts: 
1. with respect to pretraining data volume using the MiniBERTas, a group of RoBERTa models pretrained on 1M, 10M, 100M and 1B words.
",7
A15W4SQ7B5RKJ8X,412,824,Domain Expert,"We also find that commonsense knowledge could be a direction guiding pretraining of language models.
 Facts: 
1. A much larger quantity of data is needed in order to acquire enough commonsense knowledge and other skills required to master typical downstream NLU tasks.
2. it is likely that other forms of knowledge are the major drivers of recent improvements in language understanding among large pretrained models.
",9
A15W4SQ7B5RKJ8X,412,824,Domain Expert,"I believe we can define specific objectives regarding this, though we didn't mention what exactly to do in the paper.
 Facts: 
1. The results suggest that, while the ability to encode linguistic features is almost certainly necessary for language understanding, it is likely that other forms of knowledge are the major drivers of recent improvements in language understanding among large pretrained models.
",11
ZBI0E7L22JAUS,446,891,Proponent,"Hello there, what are some examples for explicit dialogue act labels?",0
ZBI0E7L22JAUS,446,891,Proponent,How is dialogue coherence defined?,2
ZBI0E7L22JAUS,446,891,Proponent,"I see, and how do authors suggest evaluating dialogue coherence without using ecplicit labels?",4
ZBI0E7L22JAUS,446,891,Proponent,"Sounds like an interesting approach, what type of models are examined for this purpose?",6
ZBI0E7L22JAUS,446,891,Proponent,"Yes, I think it makes sense. How do the models perform? Do the scores they give correlate with expectations?",8
GW8BIL9F6SJ9CIN,446,892,Domain Expert,"Hi, The given text does not provide any specific example of DA. However, DA seems to related to what a speaker intention is of saying a sentence
 Facts: 
1. A DA captures what a speaker's intention is of saying an utterance without regard to the actual content of the utterance. For example, a DA may indicate whether the intention of stating an utterance is to ask a question or to state a piece of information. 
",1
GW8BIL9F6SJ9CIN,446,892,Domain Expert,"dialogue coherence deals with the semantic and DA's relations between sentence in a dialogue. 
 Facts: 
1. Dialogue coherence deals with semantic relations between utterances considering their dialogue acts 
",3
GW8BIL9F6SJ9CIN,446,892,Domain Expert,"The remove DA labels from the test set. They perturb the order of sentences in a dialogue. Then check how well a coherence model can distinguish an original dialogue from its perturbation..
 Facts: 
1. We utilize perturbation methods, like utterance ordering and utterance insertion, inherited from coherence evaluation approaches for monologue texts, and also introduce two dialoguerelevant perturbations, named utterance replacement and even utterance ordering.
",5
GW8BIL9F6SJ9CIN,446,892,Domain Expert,"A neural model consisting of three modules: sentence encoder, coherence score prediction, and DA prediction. The model is trained in MTL regime. Does it make sense to you? 
 Facts: 
1. Our approach consists of three high-level components: an utterance encoder, a dialogue coherence model (DiCoh) , and a Dialogue Act Prediction (DAP) model.
",7
GW8BIL9F6SJ9CIN,446,892,Domain Expert,"the evaluation is performed on two datasets. On one the model outperforms the SoTA. On the other one the model works on par with SoTA. Do you think that alleviating the need for DA labels during evaluation is important? 
 Facts: 
1.  an empirical evaluation on two benchmark dialogue corpora, showing that our model substantially outperforms the state-of-the-art coherence model on DailyDialog, and performs on par with it on SwitchBoard.
",9
4N27DHGPN6Y1TMU,447,893,Proponent,Hi!,0
4N27DHGPN6Y1TMU,447,893,Proponent,What is the paper about?,2
4N27DHGPN6Y1TMU,447,893,Proponent,Can you give me more details about the method?,4
4N27DHGPN6Y1TMU,447,893,Proponent,It seems a pretty nice idea! How have you shown that the method work?,6
4N27DHGPN6Y1TMU,447,893,Proponent,That's good! Which evaluation metrics are employed?,8
4N27DHGPN6Y1TMU,447,893,Proponent,I think that can be done since the method has already demonstrated amazing results on quite different tasks and the aim is to learn general-purpose contextual representation. What should we talk next?,10
4N27DHGPN6Y1TMU,447,893,Proponent,Can you give more details about it?,12
RBZBJO7DWMF386,447,894,Domain Expert,Hi,1
RBZBJO7DWMF386,447,894,Domain Expert,"This paper is about a novel pre-training method for QA
 Facts: 
1. This paper proposes a pre-training objective based on question answering (QA) for learning general-purpose contextual representations
",3
RBZBJO7DWMF386,447,894,Domain Expert,"Sure, it is based on the intuition that the representations of a phrase in a passage should be similar to the representations of the questions this passage can answer. 
 Facts: 
1. This paper proposes a pre-training objective based on question answering (QA) for learning general-purpose contextual representations, motivated by the intuition that the representation of a phrase in a passage should encode all questions that the phrase can answer in context. 
",5
RBZBJO7DWMF386,447,894,Domain Expert,"They test their method on zero-shot and few-shot QA as well as on other tasks that they frame as QA. 
 Facts: 
1. We show large improvements over both RoBERTa-large and previous state-of-theart results on zero-shot and few-shot paraphrase detection on four datasets, few-shot named entity recognition on two datasets, and zero-shot sentiment analysis on three datasets.
",7
RBZBJO7DWMF386,447,894,Domain Expert,Unfortunately I can't answer that. I wonder if this technique could be applied on other tasks. What do you think about that?,9
RBZBJO7DWMF386,447,894,Domain Expert,Would you like to know about their data augmentation strategy?,11
RBZBJO7DWMF386,447,894,Domain Expert,"They use a question generation model and train it on a QA dataset to increase the training data size. Could you terminate the session? I need to go to the next one :D
 Facts: 
1. We accomplish this goal by training a bi-encoder QA model, which independently encodes passages and questions, to match the predictions of a more accurate cross-encoder model on 80 million synthesized QA pairs.
",13
ZBI0E7L22JAUS,448,895,Proponent,"Hi there, How do author suggest infusing question answering capabilities to language models during pretraining?",0
ZBI0E7L22JAUS,448,895,Proponent,"I see, do authors use a multi task learning regieme? What kind of objective do they suggest?",2
ZBI0E7L22JAUS,448,895,Proponent,"I see, do you think it makes sense for questions and passages that answer those questions to have similar representations? Or something more sophisticated is necessary?",4
ZBI0E7L22JAUS,448,895,Proponent,Sounds impressive results. Do authors also experiment with fine-tuning the models after pretrainings?,6
ZBI0E7L22JAUS,448,895,Proponent,"I see, If I understand correctly, authors use some labelled data and perform some supervised training during the pretraining. Is this correct?",8
ZBI0E7L22JAUS,448,895,Proponent,and do they also compare or combine their pretraining approach with finetuning approach? ,10
ZBI0E7L22JAUS,448,895,Proponent,"thansk, that is all I wanted to know, Bye :D",12
RBZBJO7DWMF386,448,896,Domain Expert,"Yes, it is a novel pre-training method based on QA. 
 Facts: 
1. This paper proposes a pre-training objective based on question answering (QA) for learning general-purpose contextual representations, 
",1
RBZBJO7DWMF386,448,896,Domain Expert,"Their objective is based on the notion that a question and all the passages that answer the question should have a similar representation. 
 Facts: 
1. Our intuition is that the representation for a phrase should contain enough information to identify all the questions that the phrase could answer in context.
",3
RBZBJO7DWMF386,448,896,Domain Expert,"It seems to make sense, as they report strong performance on QA and other tasks framed as QA. 
 Facts: 
1. We show large improvements over both RoBERTa-large and previous state-of-theart results on zero-shot and few-shot paraphrase detection on four datasets, few-shot named entity recognition on two datasets, and zero-shot sentiment analysis on three datasets.
",5
RBZBJO7DWMF386,448,896,Domain Expert,"I think they mostly do few-shot experiments. 
 Facts: 
1. In this paper, we introduce a new pre-training loss based on question answering that depends much more directly on context, and learns improved token-level representations for a range of zero-and few-shot tasks.
",7
RBZBJO7DWMF386,448,896,Domain Expert,"Yes, in fact they use a data augmentation approach, where they first generate questions from context passages, then train a cross-encoder to answer these questions and finally use the cross-encoder outputs to pre-train their model.
 Facts: 
1. We accomplish this goal by training a bi-encoder QA model, which independently encodes passages and questions, to match the predictions of a more accurate cross-encoder model on 80 million synthesized QA pairs.
",9
RBZBJO7DWMF386,448,896,Domain Expert,"I think yes, but I don't have more information on this unfortunately. Could you terminate the session, I think the next person is waiting :D Thanks!",11
RBZBJO7DWMF386,448,896,Domain Expert,Bye,13
Z41MJ90P9PCW65H,449,897,Proponent,"Hi, what is the subject of this article?",0
Z41MJ90P9PCW65H,449,897,Proponent,This sounds quite interesting. What is this new pre-training objective?,2
Z41MJ90P9PCW65H,449,897,Proponent,"Ah, okay. Do they use already existing datasets or did they provide one on their own?",4
Z41MJ90P9PCW65H,449,897,Proponent,"Okay. This sounds computational expensive, doesn't it?",6
Z41MJ90P9PCW65H,449,897,Proponent,Okay. Do they only use RoBERTa as pre-trained language model? ,8
Z41MJ90P9PCW65H,449,897,Proponent,Yes.,10
Z41MJ90P9PCW65H,449,897,Proponent,Okay. Thank you for your time!,12
RBZBJO7DWMF386,449,898,Domain Expert,"Hi, this article is about a novel pre-training method based on question answering. 
 Facts: 
1. This paper proposes a pre-training objective based on question answering (QA) for learning general-purpose contextual representations,
",1
RBZBJO7DWMF386,449,898,Domain Expert,"The new pre-training objective is based on the intuition that the representation of a phrase in a passage should be similar to the representations of the questions it answers.
 Facts: 
1. This paper proposes a pre-training objective based on question answering (QA) for learning general-purpose contextual representations, motivated by the intuition that the representation of a phrase in a passage should encode all questions that the phrase can answer in context. 
",3
RBZBJO7DWMF386,449,898,Domain Expert,"They use an existing dataset to train a question generation model. 
 Facts: 
1. We accomplish this goal by training a bi-encoder QA model, which independently encodes passages and questions, to match the predictions of a more accurate cross-encoder model on 80 million synthesized QA pairs.
",5
RBZBJO7DWMF386,449,898,Domain Expert,"Yes, but I think the question generation needs to be done only once to generate the pre-training data, then the model can be used in zero-shot and few-shot settings. Also it is trained as a bi-encoder, which is more efficient than a cross-encoder. 
 Facts: 
1. We show large improvements over both RoBERTa-large and previous state-of-theart results on zero-shot and few-shot paraphrase detection on four datasets, few-shot named entity recognition on two datasets, and zero-shot sentiment analysis on three datasets.
2. We accomplish this goal by training a bi-encoder QA model, which independently encodes passages and questions, to match the predictions of a more accurate cross-encoder model on 80 million synthesized QA pairs.
",7
RBZBJO7DWMF386,449,898,Domain Expert,You mean as a comparison?,9
RBZBJO7DWMF386,449,898,Domain Expert,"In the information I have only Roberta is named. 
 Facts: 
1. We show large improvements over both RoBERTa-large and previous state-of-theart results on zero-shot and few-shot paraphrase detection on four datasets, few-shot named entity recognition on two datasets, and zero-shot sentiment analysis on three datasets.
",11
RBZBJO7DWMF386,449,898,Domain Expert,"Sure, thank you for your interest!",13
Z41MJ90P9PCW65H,450,899,Proponent,"Hi, what is this paper about?",0
Z41MJ90P9PCW65H,450,899,Proponent,This sounds quite interesting. You wrote that the interactions can be across sentences. How much sentences can such an interaction span?,2
Z41MJ90P9PCW65H,450,899,Proponent,"Yes, sure! Which models are used? I can imagine that they build upon pre-trained language models, did they?",4
Z41MJ90P9PCW65H,450,899,Proponent,Okay. Did they use existing datasets or do they provide one on their own?,6
Z41MJ90P9PCW65H,450,899,Proponent,"In the title, it is said, that they are using an ensemble of models but from our discussion I understood that they just trained different approaches and compared them with each other. Is that correct?",8
Z41MJ90P9PCW65H,450,899,Proponent,"Ah, okay. Thanks for your time!",10
J8LYV0HJRTXHMI1,450,900,Domain Expert,"Hi! This papers presents an ensemble of three deep learning models for extracting interactions between drugs and medical entities. The interactions can be within sentence or across sentences. 
 Facts: 
1. This article describes our participation to the n2c2 shared-task in extracting relations between medication-related entities in electronic health records.
2. We additionally developed separate models for intra-and inter-sentence relation extraction and combined them using an ensemble method.
",1
J8LYV0HJRTXHMI1,450,900,Domain Expert,"Unfortunately, the presented text doesn't include such information. You can find it in the full paper. Do you want to know which models are used for intra- and inter-sentence relation extraction?",3
J8LYV0HJRTXHMI1,450,900,Domain Expert,"Not at all, these models only use static pre-trained word representations. The intra-sentence models are BiLSTM-based with attention mechanisms. The inter-sentence model is a Transformer-based network but not initialized by a pre-trained model.
 Facts: 
1. The intra-sentence models rely on bidirectional long short-term memory networks and attention mechanisms and are able to capture dependencies between multiple related pairs in the same sentence.
2. For the inter-sentence relations, we adopted a neural architecture that utilizes the Transformer network to improve performance in longer sequences.
",5
J8LYV0HJRTXHMI1,450,900,Domain Expert,"The data is from the n2c2 shared-task.
 Facts: 
1. This article describes our participation to the n2c2 shared-task in extracting relations between medication-related entities in electronic health records.
",7
J8LYV0HJRTXHMI1,450,900,Domain Expert,"An ensemble approach is used to combine these models. More details are described in another section.
 Facts: 
1. Our ensemble effectively takes advantages from our proposed models.
",9
J8LYV0HJRTXHMI1,450,900,Domain Expert,Thanks!,11
A15W4SQ7B5RKJ8X,451,901,Proponent,Hi! Can you explain the main idea of the paper?,0
A15W4SQ7B5RKJ8X,451,901,Proponent,Interesting! I was wondering what kinds of model are you doing with the ensemble method?,2
A15W4SQ7B5RKJ8X,451,901,Proponent,I see. How do you ensemble model/model predictions?,4
A15W4SQ7B5RKJ8X,451,901,Proponent,No problem. Would you like to explain how you do the analysis/ablation study if the information is available?,6
A15W4SQ7B5RKJ8X,451,901,Proponent,Good to hear about systems with more training data. Did you check how the pretraining affect this generalization?,8
J8LYV0HJRTXHMI1,451,902,Domain Expert,"This paper presents an ensemble of different models for the extraction of relations between drugs and medical entities.
 Facts: 
1. We proposed an ensemble approach for relation extraction and classification between drugs and medication-related entities.
2. This article describes our participation to the n2c2 shared-task in extracting relations between medication-related entities in electronic health records.
",1
J8LYV0HJRTXHMI1,451,902,Domain Expert,"We use different models for intra- and inter-sentence relation extraction. The intra-sentence models are based on BiLSTM with attention mechanisms. The inter-sentence model is a Transformer-based one. 
 Facts: 
1. The intra-sentence models rely on bidirectional long short-term memory networks and attention mechanisms and are able to capture dependencies between multiple related pairs in the same sentence.
2. For the inter-sentence relations, we adopted a neural architecture that utilizes the Transformer network to improve performance in longer sequences.
",3
J8LYV0HJRTXHMI1,451,902,Domain Expert,"Unfortunately, the presented text doesn't have information regarding the ensemble method. ",5
J8LYV0HJRTXHMI1,451,902,Domain Expert,"We have analysis showing that our approach is more generalized than systems with more training data. We also show that the use of implicit drug-drug interactions, which are not annotated, improve the performance of extracting relations between drugs and medical entities.
 Facts: 
1. Analysis of the reported results indicated that our proposed approach is more generalizable than the top-performing system, which employs additional training data-and corpus-driven processing techniques.
2. Analysis showed that by using latent Drug-Drug interactions we were able to significantly improve the performance of non-Drug-Drug pairs in EHRs.
",7
J8LYV0HJRTXHMI1,451,902,Domain Expert,"Sorry, the current text cannot address this question. ",9
659GTFVXPTWQ35H4,452,903,Proponent,"Hi, interesting paper title. What kind of deep learning methods did you use?",0
659GTFVXPTWQ35H4,452,903,Proponent,Relation extraction usually requires that you find named entities. Do you assume the named entities are given?,2
659GTFVXPTWQ35H4,452,903,Proponent,And why do you use ensemble methods? Is a simple deep network not enough?,4
659GTFVXPTWQ35H4,452,903,Proponent,How well are these methods doing?,6
659GTFVXPTWQ35H4,452,903,Proponent,This is a high F1 score. Are there any other advantages you observed during the experiments?,8
J8LYV0HJRTXHMI1,452,904,Domain Expert,"We use BiLSTM with attention mechanisms in intra-sentence models and Transformer-based network for inter-sentence relation extraction. 
 Facts: 
1. The intra-sentence models rely on bidirectional long short-term memory networks and attention mechanisms and are able to capture dependencies between multiple related pairs in the same sentence.
2. For the inter-sentence relations, we adopted a neural architecture that utilizes the Transformer network to improve performance in longer sequences.
",1
J8LYV0HJRTXHMI1,452,904,Domain Expert,"We have two scenarios. One uses named entity recognition models to obtain entities.
 Facts: 
1. We incorporated state-of-the-art named-entity recognition (NER) models based on bidirectional long short-term memory (BiLSTM) networks and conditional random fields (CRF) for end-to-end extraction.
",3
J8LYV0HJRTXHMI1,452,904,Domain Expert,"We use separate models to deal with intra- and inter-sentence relations, which performs better than using a single model. 
 Facts: 
1. We additionally developed separate models for intra-and inter-sentence relation extraction and combined them using an ensemble method.
",5
J8LYV0HJRTXHMI1,452,904,Domain Expert,"Our approach gets 94.72% in terms of micro-averaged F1 score for relation extraction and 87.65% for end-to-end RE.
 Facts: 
1. Our team ranked third with a micro-averaged F1 score of 94.72% and 87.65% for relation and end-toend relation extraction, respectively (Tracks 2 and 3).
",7
J8LYV0HJRTXHMI1,452,904,Domain Expert,"Yes, there are some interesting findings. We show that our approach is more generalized than systems with more training data or additional processing techniques. We also present the usefulness of implicit drug-drug interactions (which are not annotated) for extracting relations between drugs and medical entities.
 Facts: 
1. Analysis of the reported results indicated that our proposed approach is more generalizable than the top-performing system, which employs additional training data-and corpus-driven processing techniques.
2. Analysis showed that by using latent Drug-Drug interactions we were able to significantly improve the performance of non-Drug-Drug pairs in EHRs.
",9
4N27DHGPN6Y1TMU,453,905,Proponent,Hi!,0
4N27DHGPN6Y1TMU,453,905,Proponent,What is the paper about?,2
4N27DHGPN6Y1TMU,453,905,Proponent,Can you give me more information about what a position model is?,4
4N27DHGPN6Y1TMU,453,905,Proponent,"So embeddings and self-attention manipulations are the main position modes, is it correct?",6
4N27DHGPN6Y1TMU,453,905,Proponent,Does the authors provide a common benchmark to compare the methods?,8
4N27DHGPN6Y1TMU,453,905,Proponent,I think the theoretical comparison is much more important than the experimental one. Which one of two categories of position models is better?,10
4N27DHGPN6Y1TMU,453,905,Proponent,I was wondering if one of the two is more spread than the other.,12
7K6YUIHA8ADPUAF7MY,453,906,Domain Expert,Hi!,1
7K6YUIHA8ADPUAF7MY,453,906,Domain Expert,"The paper is about position models in the Transformer architecture.
 Facts: 
1. In this paper, we provide an overview of common methods to incorporate position information into Transformer models.
",3
7K6YUIHA8ADPUAF7MY,453,906,Domain Expert,"The Transformer itself cannot see the order of its input tokens. A position model is what helps the Transformer to see the order. This can be embeddings or other manipulations of the self-attention.
 Facts: 
1. Adding position information can be done by using position embeddings, manipulating attention matrices, or preprocessing the input with a recurrent neural network.
2. A Transformer model itself is invariant with respect to re-orderings of the input.
",5
7K6YUIHA8ADPUAF7MY,453,906,Domain Expert,"Yes, this is correct. There are a lot of variants but these are the two main categories.
 Facts: 
1. Overall there is a huge variety of methods that add both absolute and relative position information to Transformer model.
",7
7K6YUIHA8ADPUAF7MY,453,906,Domain Expert,"No, there is no empirical evaluation mentioned. But they compare the methods on a theoretical level. They also characterize which position model should go with what type of application. Do you think this is useful without a new benchmark?
 Facts: 
1. enabling the reader to compare existing methods by providing a unified notation and meaningful clustering
2. indicating what characteristics of an application should be taken into account when selecting a position encoding
",9
7K6YUIHA8ADPUAF7MY,453,906,Domain Expert,"I agree that the theoretical comparison can give a lot of insights. I do not think that it can really answer the question which position model is ""best"". What criterion for ""being best"" do you have in mind?",11
7K6YUIHA8ADPUAF7MY,453,906,Domain Expert,"I do not have information about the frequency that the different types of position models occur. I believe that showing the large variety of models and analyzing their differences and common points is the main contribution of the paper.
 Facts: 
1. The objectives of this survey are to i) showcase that position information in Transformer is a vibrant and extensive research area;
",13
1OTOYRFX5WFOF1T,454,907,Proponent,"Hi, what is this work about?",0
1OTOYRFX5WFOF1T,454,907,Proponent,What do you mean with position information? Like indices of tokens?,2
1OTOYRFX5WFOF1T,454,907,Proponent,So what approaches of encoding position information does this work investigate?,4
1OTOYRFX5WFOF1T,454,907,Proponent,"Yes, some examples would be great!",6
1OTOYRFX5WFOF1T,454,907,Proponent,"So between those two, what works better and for which tasks?",8
1OTOYRFX5WFOF1T,454,907,Proponent,Then let me ask a different question; is there a possibility of including positional information can hurt the model's performance? Has this been observed?,10
1OTOYRFX5WFOF1T,454,907,Proponent,"Good question, I'd expect that in situations where positional information does not matter, models may get biased with additional noise.",12
1OTOYRFX5WFOF1T,454,907,Proponent,Maybe an attention based approach that is explicitly trained in both kind of tasks could handle them separately. What do you think?,14
7K6YUIHA8ADPUAF7MY,454,908,Domain Expert,"Hi, it is about the Transformer model and specifically about ways to encode position information.
 Facts: 
1. In this paper, we provide an overview of common methods to incorporate position information into Transformer models.
2. Transformers are arguably the main workhorse in recent Natural Language Processing research.
",1
7K6YUIHA8ADPUAF7MY,454,908,Domain Expert,"Yes, I mean word order. A sentence only makes sense in the right order. A bag of words is ambiguous.
 Facts: 
1. text data is inherently sequential
2. Without position information the meaning of a sentence is not well-defined (e.g., the sequence ""the cat chases the dog"" vs. the multi-set { the, the, dog, chases, cat }).
",3
7K6YUIHA8ADPUAF7MY,454,908,Domain Expert,"There is a large variety of position models that is investigated. One contribution of the paper is to show this variety. Shall I give you some examples?
 Facts: 
1. The objectives of this survey are to i) showcase that position information in Transformer is a vibrant and extensive research area;
2. Overall there is a huge variety of methods that add both absolute and relative position information to Transformer model.
",5
7K6YUIHA8ADPUAF7MY,454,908,Domain Expert,"Position embeddings representing absolute token index or the relative distance between tokens is an example. Another is injecting this information into the self-attention matrix. One work also uses an RNN to ""positionalize"" the input.
 Facts: 
1. Adding position information can be done by using position embeddings, manipulating attention matrices, or preprocessing the input with a recurrent neural network.
",7
7K6YUIHA8ADPUAF7MY,454,908,Domain Expert,"Unfortunately, I do not have access to that information. But there is a discussion of matching position models to tasks later in the paper.
 Facts: 
1. indicating what characteristics of an application should be taken into account when selecting a position encoding
",9
7K6YUIHA8ADPUAF7MY,454,908,Domain Expert,"This is an interesting question. For natural language, this does not seem to be the case. What do you think about that?
 Facts: 
1. it should be beneficial to incorporate this essential inductive bias into any model that processes text data.
",11
7K6YUIHA8ADPUAF7MY,454,908,Domain Expert,I agree. A task like this should have a lightweight position model if any.,13
7K6YUIHA8ADPUAF7MY,454,908,Domain Expert,"In my opinion, the invariance to order can also be a strength for certain tasks. But I think it would be harder for an attention-based approach to ignore the position model if it is once trained without and once trained with it. Was this your suggestion?
 Facts: 
1. a Transformer is invariant with respect to reorderings of the input
",15
RBZBJO7DWMF386,455,909,Proponent,"Hi, the title sounds interesting, can you tell me more about the paper?",0
RBZBJO7DWMF386,455,909,Proponent,"No thanks, I am familiar with transformers. Is it a pure literature review of different ways to encode position in transformers, or do the authors also conduct experiments?",2
RBZBJO7DWMF386,455,909,Proponent,"Ah I see, so they state if there are better and worse ones?",4
RBZBJO7DWMF386,455,909,Proponent,Do they state if there are particular things to look out for when working with long documents?,6
RBZBJO7DWMF386,455,909,Proponent,Ah that is interesting. Is there a specific purpose for the paper?,8
RBZBJO7DWMF386,455,909,Proponent,Is there a predominant method for position encodings that most people use?,10
7K6YUIHA8ADPUAF7MY,455,910,Domain Expert,"Hi, I agree that the title sounds interesting. The main topic of the paper is the Transformer model. Do you need information on this model?
 Facts: 
1. The Transformer model as introduced by Vaswani et al. (2017)
2. Transformers are arguably the main workhorse in recent Natural Language Processing research.
",1
7K6YUIHA8ADPUAF7MY,455,910,Domain Expert,"It is a survey paper. The main contribution is a theoretical overview of existing position models and no empirical analysis.
 Facts: 
1. The objectives of this survey are to i) showcase that position information in Transformer is a vibrant and extensive research area; ii) enable the reader to compare existing methods by providing a unified notation and meaningful clustering;
",3
7K6YUIHA8ADPUAF7MY,455,910,Domain Expert,"I do not think that the main goal is to define better or worse. It is more about identifying similarities and differences (supported by the unified notation). They do have a discussion on matching a given task to a certain kind of application though.
 Facts: 
1. broad overview of relevant work on position information in Transformers that systematically aggregates and categorizes existing approaches and analyzes the differences between them
2. indicating what characteristics of an application should be taken into account when selecting a position encoding
",5
7K6YUIHA8ADPUAF7MY,455,910,Domain Expert,"I do not have access to any concrete findings. But the position models of long document Transformers are certainly part of the survey. The authors state that they aim to complete the paper with newly published papers.
 Facts: 
1. We plan to actively continue adding papers that we missed or that are newly published.
",7
7K6YUIHA8ADPUAF7MY,455,910,Domain Expert,"They main purpose is to highlight the similarities and differences in existing position models. In that way, new possibilities for position encodings might be more evident. I think this work can be useful for the creators of new models.
 Facts: 
1. enabling the reader to compare existing methods by providing a unified notation and meaningful clustering
2. providing stimuli for future research
",9
